20 20

0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0

0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0

1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	14	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	3	13	1	0	0	0	0	0	0	0	0	0

1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Map13.txt
