20 20

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0

1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0

Map20.txt
